분류,회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역,구글코드
코스피,두산우,000155,회사 본부 및 경영 컨설팅 서비스업,"청주,소주,인쇄회로기판(인쇄회로용동박적층판),관련전자부품,기계 제조,판매/출판사업,상가임대,외식사업(KFC)",1973-06-29,12월,"박정원, 이재경",http://www.doosancorp.co.kr,서울특별시,KRX:000155
코스피,한화3우B,00088K,기타 화학제품 제조업,"화약,화공품,자동선반류,공작기계 제조,전자교환기,건설,정보통신,종합무역/임직원 및 개인대상 교육,세미나 및 워크샵 중계,동영상광고",1976-06-24,12월,"최양수, 이태종, 김연철, 이민석",http://www.hanwhacorp.co.kr,서울특별시,KRX:00088K
코스피,S-Oil우,010955,석유 정제품 제조업,"석유제품,가스,윤활기유,윤활유,그리스,석유화학제품 제조,도매",1987-05-27,12월,Othman Al-Ghamdi,http://www.s-oil.com,서울특별시,KRX:010955
코스피,LG화학우,051915,기초 화학물질 제조업,"유화/기능/합성수지,재생섬유소,산업재,리튬이온전지,평광판,PVC 제조,도매",2001-04-25,12월,박진수,http://www.lgchem.com,서울특별시,KRX:051915
코스피,한국금융지주우,071055,기타 금융업,금융지주회사,2003-07-21,12월,김남구,http://www.koreaholdings.com,서울특별시,KRX:071055
코스피,GS우,078935,기타 금융업,지주회사/부동산 임대,2004-08-05,12월,"허창수, 정택근 (각자 대표이사)",,서울특별시,KRX:078935
코스피,SK이노베이션우,096775,기타 금융업,"석유정제,석유화학제품,윤활유제품,아스팔트제품,의약중간체 제조,판매,유전개발,대체에너지사업",2007-07-25,12월,김준,http://www.SKinnovation.com,서울특별시,KRX:096775
코스피,코오롱인더우,120115,화학섬유 제조업,"산업자재, 화학, 필름",2010-02-01,12월,"이웅열, 박동문, 안태환",,경기도,KRX:120115
코스피,삼성화재우,000815,보험업,"손해보험의 원수,재보험,운용자산의 투자활동",1975-06-30,12월,안민수,http://www.samsungfire.com,서울특별시,KRX:000815
코스피,현대차2우B,005387,자동차용 엔진 및 자동차 제조업,"자동차(승용차,버스,트럭,특장차),자동차부품,자동차전착도료 제조,차량정비사업",1974-06-28,12월,"정몽구, 윤갑한, 이원희(각자 대표이사)",http://www.hyundai.com,서울특별시,KRX:005387
코스피,삼성전기우,009155,전자부품 제조업,"영상,음향,통신장비,모듈,다층인쇄회로기판,적층세라믹콘덴서,고주파필터,전압제어발진기,온도보상형수정발진기,칩인덕터,디지털위성방송수신기,광픽업,편향코일",1979-02-27,12월,사장 이윤태,http://www.sem.samsung.co.kr,경기도,KRX:009155
코스피,대신증권우,003545,금융 지원 서비스업,"유가증권 위탁매매,인수주선,자기매매 기타 금융서비스",1975-10-01,12월,나재철,http://www.daishin.com,서울특별시,KRX:003545
코스피,한화케미칼우,009835,기초 화학물질 제조업,"합성수지,유화부문(LDPE,LLDPE)제품 제조,플라스틱가공품(PVC),CA,무기화학제품,부동산업",1974-06-19,12월,김창범,http://hcc.hanwha.co.kr,서울특별시,KRX:009835
코스피,부국증권우,001275,금융 지원 서비스업,"유가증권 매매,위탁매매,인수,주선",1988-07-19,12월,전평,http://www.bookook.co.kr,서울특별시,KRX:001275
,,,,,,,,,,
코스피,제일약품,271980,의약품 제조업,의약품,2017-07-17,12월,성석제,http://www.jeilpharm.co.kr,서울특별시,KRX:271980
코스피,카카오,035720,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",인터넷 서비스(인터넷 광고),2017-07-10,12월,임지훈,http://www.kakaocorp.com,제주특별자치도,KRX:035720
코스피,오리온,271560,기타 식품 제조업,스낵 등 과자류,2017-07-07,12월,이경재,http://www.orionworld.com,서울특별시,KRX:271560
코스피,미원에스씨,268280,기초 화학물질 제조업,에너지경화수지,2017-05-22,12월,임한순,http://www.miramer.co.kr,전라북도,KRX:268280
코스피,경동도시가스,267290,연료용 가스 제조 및 배관공급업,도시가스,2017-05-12,12월,"송재호, 나윤호",http://www.kdgas.co.kr,울산광역시,KRX:267290
코스피,넷마블게임즈,251270,소프트웨어 개발 및 공급업,온라인·모바일 게임 소프트웨어 개발 및 공급,2017-05-12,12월,권영식,http://www.netmarble.com,서울특별시,KRX:251270
코스피,아이엔지생명,079440,보험업,생명보험상품,2017-05-11,12월,정문국,http://www.inglife.co.kr,서울특별시,KRX:079440
코스피,현대건설기계,267270,일반 목적용 기계 제조업,"굴삭기, 지게차, 휠로더 등",2017-05-10,12월,공기영,http://www.hyundai-ce.com,서울특별시,KRX:267270
코스피,현대로보틱스,267250,기타 금융업,"산업용 로봇, 클린용 로봇, 조선 기자재 등",2017-05-10,12월,윤중근,,대구광역시,KRX:267250
코스피,현대일렉트릭,267260,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","변압기, 고압차단기, 회전기, 배전반 등",2017-05-10,12월,주영걸,http://www.hyundai-elec.com,서울특별시,KRX:267260
코스피,크라운제과,264900,기타 식품 제조업,"비스킷, 스낵, 당과",2017-04-11,12월,장완수,http://www.crown.co.kr,서울특별시,KRX:264900
코스피,덴티움,145720,의료용 기기 제조업,치과용 기기 제조업,2017-03-15,12월,"강희택,김용근",http://www.dentium.co.kr,서울특별시,KRX:145720
코스피,호전실업,111110,봉제의복 제조업,스포츠웨어 및 아웃도어 웨어 OEM,2017-02-02,12월,박용철 박진호,http://www.hojeon.com,서울특별시,KRX:111110
코스피,핸즈코퍼레이션,143210,자동차 신품 부품 제조업,자동차 알루미늄 휠,2016-12-02,12월,승현창,http://www.handscorp.co.kr,인천광역시,KRX:143210
코스피,두산밥캣,241560,기타 금융업,"Compact Equipment, Heavy Equipment, Portable Power",2016-11-18,12월,"스캇성철박,김종선",http://www.doosanbobcat.com,서울특별시,KRX:241560
코스피,삼성바이오로직스,207940,기초 의약물질 및 생물학적 제제 제조업,바이오의약품,2016-11-10,12월,김태한,http://www.samsungbiologics.com,인천광역시,KRX:207940
코스피,JW생명과학,234080,의약품 제조업,"기초수액, TPN, 특수수액, HEMO, 영양수액 등",2016-10-27,12월,차성남,http://www.jw-lifescience.co.kr,충청남도,KRX:234080
코스피,화승엔터프라이즈,241590,기타 금융업,,2016-10-04,12월,이계영,http://www.hsenterprise.co.kr,서울특별시,KRX:241590
코스피,LS전선아시아,229640,기타 금융업,,2016-09-22,12월,신용현,http://www.lscnsasia.co.kr,경기도,KRX:229640
코스피,모두투어리츠,204210,부동산 임대 및 공급업,"호텔 부동산 취득, 관리, 개량 및 처분",2016-09-22,12월,양병선 (단독대표이사),http://www.modetourreit.com,서울특별시,KRX:204210
코스피,일동제약,249420,의약품 제조업,"아로나민, 후루마린, 큐란, 라비에트, 사미온 등",2016-08-31,12월,윤웅섭,http://www.ildong.com,서울특별시,KRX:249420
코스피,샘표식품,248170,기타 식품 제조업,간장,2016-08-09,12월,박진선,http://www.sempio.com,서울특별시,KRX:248170
코스피,두올,016740,자동차 신품 부품 제조업,시트 커버 및 시트 원단,2016-07-29,12월,조인회,http://www.idual.co.kr,서울특별시,KRX:016740
코스피,동서,026960,음·식료품 및 담배 도매업,"식품 유통, 다류 및 연포장재 제조 등",2016-07-15,12월,김종원,http://www.dongsuh.com,서울특별시,KRX:026960
코스피,한국자산신탁,123890,신탁업 및 집합투자업,"부동산 신탁 서비스, REITs",2016-07-13,12월,김규철,http://www.kait.com,서울특별시,KRX:123890
코스피,한국토지신탁,034830,신탁업 및 집합투자업,부동산신탁 등,2016-07-11,12월,김두석,http://www.koreit.co.kr,서울특별시,KRX:034830
코스피,해성디에스,195870,전자부품 제조업,반도체 패키지용 Substrate,2016-06-24,12월,조돈엽,http://www.haesungds.com,경상남도,KRX:195870
코스피,용평리조트,070960,일반 및 생활 숙박시설 운영업,"리조트 운영, 콘도 분양",2016-05-27,12월,정창주,http://www.yongpyong.co.kr,강원도,KRX:070960
코스피,해태제과식품,101530,기타 식품 제조업,"홈런볼, 오예스, 맛동산, 부라보콘 등",2016-05-11,12월,신정훈,http://www.ht.co.kr,충청남도,KRX:101530
코스피,대림씨엔에스,004440,"시멘트, 석회, 플라스터 및 그 제품 제조업","PHC파일, 골재, 강교제작",2016-03-30,12월,배동호,http://www.daelimcns.co.kr,서울특별시,KRX:004440
코스피,제이에스코퍼레이션,194370,"가죽, 가방 및 유사제품 제조업",핸드백 및 지갑,2016-02-04,12월,홍재성,http://www.jskor.com,서울특별시,KRX:194370
코스피,코리아오토글라스,152330,유리 및 유리제품 제조업,자동차 안전 유리,2015-12-29,12월,우종철,http://kac.kccworld.co.kr,세종특별자치시,KRX:152330
코스피,잇츠한불,226320,생활용품 도매업,"스킨케어 베이직, 포인트 메이크업, 스킨케어 스페셜, 베이스 메이크업 등",2015-12-28,12월,김홍창,http://www.itsskin.com,서울특별시,KRX:226320
코스피,세진중공업,075580,선박 및 보트 건조업,"선박 Deck House, LPG Tank, Upper Deck Unit, 해양플랜트 Living Quarter",2015-11-30,12월,가백현,http://www.sejinheavy.com,울산광역시,KRX:075580
코스피,금호에이치티,214330,자동차 신품 부품 제조업,자동차용 전구 및 LED모듈,2015-11-11,12월,조석래,http://www.kumhoht.co.kr,광주광역시,KRX:214330
코스피,제주항공,089590,항공 여객 운송업,"여객운송서비스, 화물운송서비스",2015-11-06,12월,"안용찬, 최규남",http://www.jejuair.net,제주특별자치도,KRX:089590
코스피,현대코퍼레이션홀딩스,227840,음·식료품 및 담배 도매업,"브랜드사업, 육류유통",2015-10-23,12월,장안석,http://www.hyundaicnf.com,서울특별시,KRX:227840
코스피,LIG넥스원,079550,무기 및 총포탄 제조업,정밀유도무기 등,2015-10-02,12월,권희원,http://www.lignex1.com,경기도,KRX:079550
코스피,동일제강,002690,1차 철강 제조업,"PC강연선, 경강선, 도금선, 마봉강",2015-09-24,12월,"김익중,김우진",http://www.dongil-steel.com,경기도,KRX:002690
코스피,아이콘트롤스,039570,전기 및 통신 공사업,"기계설비공사, 스마트홈, 지능형 빌딩, SOC",2015-09-24,12월,정현,http://www.icontrols.co.kr,경기도,KRX:039570
코스피,AJ네트웍스,095570,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 고소장비 등)",2015-08-21,12월,반채운,http://www.ajnet.co.kr,서울특별시,KRX:095570
코스피,이노션,214320,광고업,광고대행 및 광고물의 제작 등,2015-07-17,12월,안건희,http://www.innocean.com,서울특별시,KRX:214320
코스피,토니모리,214420,기타 화학제품 제조업,"스킨케어 베이직, 포인트 메이크업, 스킨케어 스페셜, 베이스 메이크업 등",2015-07-10,12월,배해동,http://www.etonymoly.com,서울특별시,KRX:214420
코스피,미래에셋생명,085620,보험업,생명보험상품,2015-07-08,12월,김재식,http://life.miraeasset.com,서울특별시,KRX:085620
코스피,경보제약,214390,기초 의약물질 및 생물학적 제제 제조업,"아토르바스타틴, 세프티족심, 세프트리약손",2015-06-29,12월,강태원,http://www.kbpharma.co.kr,충청남도,KRX:214390
코스피,SK디앤디,210980,부동산 임대 및 공급업,"비주거용 부동산개발 및 임대(오피스, 지식산업센터, 호텔 등)",2015-06-23,12월,함스테판윤성,http://www.skdnd.com,경기도,KRX:210980
코스피,엔에스쇼핑,138250,무점포 소매업,TV홈쇼핑,2015-03-27,12월,도상철,http://pr.nsmall.com,경기도,KRX:138250
코스피,세화아이엠씨,145210,특수 목적용 기계 제조업,"타이어 금형, 타이어 제조설비",2015-03-19,12월,유희열,http://www.saehwaimc.com,광주광역시,KRX:145210
코스피,한솔제지,213500,"펄프, 종이 및 판지 제조업","인쇄용지, 산업용지, 특수지 제조 및 판매",2015-01-26,12월,이상훈,http://www.hansolpaper.co.kr,서울특별시,KRX:213500
코스피,디와이파워,210540,특수 목적용 기계 제조업,유공압기기 등,2015-01-15,12월,김지현,http://power.dy.co.kr,경상남도,KRX:210540
코스피,삼성물산,028260,기타 전문 도매업,"도소매, 건설, 남자용 정장 제조업 등",2014-12-18,12월,"최치훈, 김신, 김봉영",http://www.samsungcnt.com,서울특별시,KRX:028260
코스피,씨에스윈드,112610,"구조용 금속제품, 탱크 및 증기발생기 제조업",풍력발전타워 제조,2014-11-27,12월,"김성권, 김성섭",http://www.cswindcorp.com,충청남도,KRX:112610
코스피,우리은행,000030,은행 및 저축기관,"은행법에 의한 은행업무, 자본시장과 금융투자업에 관한 법률에 의한 신탁업무 및 외국환업무",2014-11-19,12월,이광구,http://www.wooribank.com,서울특별시,KRX:000030
코스피,삼성에스디에스,018260,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","IT서비스, 물류BPO",2014-11-14,12월,정유성,http://www.sds.samsung.co.kr,서울특별시,KRX:018260
코스피,만도,204320,자동차 신품 부품 제조업,"제동장치, 조향장치, 현가장치",2014-10-06,12월,"성일모, 정경호 (각자 대표이사)",http://www.mando.com,경기도,KRX:204320
코스피,서연이화,200880,자동차 신품 부품 제조업,자동차 도어 트림 및 시트,2014-08-08,12월,김근식,http://www.seoyoneh.com,서울특별시,KRX:200880
코스피,쿠쿠전자,192400,가정용 기기 제조업,주방용 전기기기 제조업,2014-08-06,12월,구본학,http://www.cuckoo.co.kr,경상남도,KRX:192400
코스피,화인베스틸,133820,1차 철강 제조업,"조선용 형강(부등변 부등후 앵글, 부등호 앵글, 등변앵글 평철 등)",2014-07-22,12월,장인화,http://www.finebesteel.com,경상남도,KRX:133820
코스피,광주은행,192530,은행 및 저축기관,은행업 등,2014-05-22,12월,김 한,http://www.kjbank.com,광주광역시,KRX:192530
코스피,BGF리테일,027410,종합 소매업,연쇄화 편의점,2014-05-19,12월,박재구,http://www.bgfretail.com,서울특별시,KRX:027410
코스피,코스맥스,192820,기타 화학제품 제조업,화장품,2014-04-07,12월,"이경수, 김재천",http://www.cosmax.com,경기도,KRX:192820
코스피,종근당,185750,의약품 제조업,"딜라트렌,리피로우",2013-12-06,12월,김영주,http://www.ckdpharm.com,서울특별시,KRX:185750
코스피,신송홀딩스,006880,기타 금융업,사업경영 및 관리자문,2013-11-21,12월,조갑주,http://www.singsongholdings.com,서울특별시,KRX:006880
코스피,아세아시멘트,183190,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 레미콘, 몰탈",2013-11-06,12월,이훈범,http://www.asiacement.co.kr,서울특별시,KRX:183190
코스피,현대로템,064350,철도장비 제조업,"철도차량, 특수중기, 산업기계",2013-10-30,12월,김승탁,http://www.hyundai-rotem.co.kr,경상남도,KRX:064350
코스피,한진칼,180640,기타 금융업,"지주사업, 경영자문 및 컨설팅",2013-09-16,12월,"조양호,석태수",http://www.hanjinkal.co.kr,서울특별시,KRX:180640
코스피,NHN엔터테인먼트,181710,소프트웨어 개발 및 공급업,한게임,2013-08-29,12월,정우진,http://www.nhnent.com,경기도,KRX:181710
코스피,JB금융지주,175330,기타 금융업,금융지주 회사,2013-07-18,12월,김한,http://www.jbfg.com,전라북도,KRX:175330
코스피,하이골드12호,172580,운송장비 임대업,,2013-07-12,12월,오운용,,제주특별자치도,KRX:172580
코스피,DSR,155660,1차 비철금속 제조업,합섬섬유로프,2013-05-15,12월,홍석빈,http://www.dsr.com,부산광역시,KRX:155660
코스피,한국패러랠,168490,신탁업 및 집합투자업,,2013-04-19,03월,한국투자신탁운용(주),,서울특별시,KRX:168490
코스피,동아에스티,170900,의약품 제조업,"스티렌, 자이데나",2013-04-08,12월,"강수형, 민장성",http://www.donga.co.kr,서울특별시,KRX:170900
코스피,지엠비코리아,013870,자동차 신품 부품 제조업,"VS, TIB, CVJoint 등",2012-11-20,12월,변종문,http://www.gmb.co.kr,경상남도,KRX:013870
코스피,CJ헬로비전,037560,텔레비전 방송업,"케이블TV, 인터넷서비스 등",2012-11-09,12월,변동식,http://www.cjhellovision.com,서울특별시,KRX:037560
코스피,동일고무벨트,163560,고무제품 제조업,"산업용고무제품, 종합고무부품",2012-10-19,12월,문승필,http://www.drbworld.com,부산광역시,KRX:163560
코스피,한국콜마,161890,기타 화학제품 제조업,"화장품, 의약품",2012-10-19,12월,"윤상현, 강학희, 최학배",,세종특별자치시,KRX:161890
코스피,한국타이어,161390,고무제품 제조업,타이어 제조,2012-10-04,12월,서승화,http://kr.hankooktire.com,서울특별시,KRX:161390
코스피,애경유화,161000,기초 화학물질 제조업,오르토프탈산디옥틸,2012-09-17,12월,이종기,,서울특별시,KRX:161000
코스피,하이골드8호,159650,운송장비 임대업,선박펀드,2012-09-17,12월,오운용,http://www.kmarin.co.kr,제주특별자치도,KRX:159650
코스피,AJ렌터카,068400,운송장비 임대업,승용자동차 임대,2012-07-27,12월,윤규선,http://www.ajrentacar.co.kr,서울특별시,KRX:068400
코스피,바다로19호,155900,운송장비 임대업,,2012-06-29,12월,이재붕,,제주특별자치도,KRX:155900
코스피,사조씨푸드,014710,수산물 가공 및 저장 처리업,횟감용 참치 및 기타 일반수산물,2012-06-29,12월,최창욱,http://www.sajosf.co.kr,서울특별시,KRX:014710
코스피,하이골드3호,153360,운송장비 임대업,,2012-05-04,12월,오운용,,제주특별자치도,KRX:153360
코스피,코오롱머티리얼,144620,화학섬유 제조업,"합성섬유 제조/직물 도매,무역",2012-04-05,12월,대표이사 사장 최석순,http://www.kolonfm.com,경기도,KRX:144620
코스피,한국ANKOR유전,152550,신탁업 및 집합투자업,,2012-03-08,03월,한국투자신탁운용,,서울특별시,KRX:152550
코스피,휴비스,079980,화학섬유 제조업,"합성섬유(폴리에스테르원사,원면),재생섬유,폴리에스텔 원사,원면,고상칩 제조,도소매",2012-02-23,12월,신유동,http://www.huvis.com,서울특별시,KRX:079980
코스피,케이탑리츠,145270,부동산 임대 및 공급업,부동산 임대,2012-01-31,12월,"이명식, 송명곤(각자대표이사)",http://www.ktopreits.co.kr,서울특별시,KRX:145270
코스피,GS리테일,007070,종합 소매업,"체인화 편의점,슈퍼마켓,마트,전자상거래/부동산(빌딩) 임대",2011-12-23,12월,허연수,http://www.gsretail.com,서울특별시,KRX:007070
코스피,인터지스,129260,도로 화물 운송업,"화물운송,알선,하역",2011-12-16,12월,이인식,http://www.intergis.co.kr,부산광역시,KRX:129260
코스피,삼양사,145990,기타 식품 제조업,설탕,2011-12-05,12월,"김정, 문성환",http://www.samyangcorp.com,서울특별시,KRX:145990
코스피,하나투어,039130,여행사 및 기타 여행보조 서비스업,"일반여행알선,컴퓨터프로그램 개발,보급,통신판매",2011-11-01,12월,"박상환, 김진국(각자대표)",http://www.hanatour.com,서울특별시,KRX:039130
코스피,트러스제7호,140890,부동산 임대 및 공급업,,2011-09-30,04월,김종수,,서울특별시,KRX:140890
코스피,에이블씨엔씨,078520,기타 화학제품 제조업,"화장품 제조,도소매/소프트웨어 자문,개발,공급/전자상거래",2011-09-07,12월,"정일부, 이세훈",http://www.able-cnc.com,서울특별시,KRX:078520
코스피,삼원강재,023000,자동차 신품 부품 제조업,"열간압연제품(평강,봉강,특수이형강,환강,자동차용 겹판스프링) 제조,판매",2011-07-22,12월,"허재철, 장범석 (각자대표)",http://www.samwon-steel.co.kr,경상북도,KRX:023000
코스피,신세계인터내셔날,031430,"섬유, 의복, 신발 및 가죽제품 소매업","섬유, 의복, 신발 및 가죽제품 소매",2011-07-14,12월,차정호,http://www.sikorea.co.kr,서울특별시,KRX:031430
코스피,에이리츠,140910,부동산 임대 및 공급업,,2011-07-14,12월,김종국 (단독 대표이사),http://www.areit.co.kr,서울특별시,KRX:140910
코스피,한국항공우주,047810,"항공기,우주선 및 부품 제조업","정부방산 및 완제기 수출(T-50계열, KUH계열, KT-1계열 등), 기체부품",2011-06-30,12월,하성용,http://www.koreaaero.com,경상남도,KRX:047810
코스피,롯데하이마트,071840,가전제품 및 정보통신장비 소매업,"가전제품,잡화 도소매/부동산 임대",2011-06-29,12월,이동우,http://www.himart.co.kr,서울특별시,KRX:071840
코스피,엠케이트렌드,069640,"섬유, 의복, 신발 및 가죽제품 소매업","케주얼웨어(BUCKAROO, TBJ 등)",2011-06-21,12월,"김동녕, 김문환(각자 대표이사)",http://www.mktrend.co.kr,서울특별시,KRX:069640
코스피,코오롱플라스틱,138490,합성고무 및 플라스틱 물질 제조업,엔지니어링플라스틱,2011-06-15,12월,장희구,http://www.kolonplastics.com,경상북도,KRX:138490
코스피,이마트,139480,종합 소매업,대형마트,2011-06-10,12월,이갑수,http://emartcompany.comkomain.do,서울특별시,KRX:139480
코스피,DGB금융지주,139130,기타 금융업,지주회사,2011-06-07,12월,박인규,http://www.dgbfg.co.kr,대구광역시,KRX:139130
코스피,케이티스카이라이프,053210,텔레비전 방송업,위성방송서비스,2011-06-03,12월,이남기,http://www.ktskylife.co.kr,서울특별시,KRX:053210
코스피,세아특수강,019440,1차 철강 제조업,"냉간압조용선재,마봉강,스테인레스봉강 제조",2011-06-01,12월,유을봉,http://www.seahsp.co.kr,경상북도,KRX:019440
코스피,메리츠금융지주,138040,기타 금융업,투자사업,2011-05-13,12월,김용범,http://www.meritzgroup.com,서울특별시,KRX:138040
코스피,한국종합기술,023350,"건축기술, 엔지니어링 및 관련 기술 서비스업","토목설계,건축설계,감리,측량/토목건축공사",2011-04-28,12월,이인제,http://www.kecc.co.kr,경기도,KRX:023350
코스피,BNK금융지주,138930,기타 금융업,금융지주회사,2011-03-30,12월,성세환,http://www.bsfng.com,부산광역시,KRX:138930
코스피,일진머티리얼즈,020150,전자부품 제조업,"인쇄회로기판(PCB)용 전해동박(ACF,UCF),에폭시용 동박,전해콘덴서용 알루미늄박 제조,판매",2011-03-04,12월,"허재명,주재환",http://www.iljinm.co.kr,전라북도,KRX:020150
코스피,현대위아,011210,자동차 신품 부품 제조업,"자동차부품, 공작기계 등",2011-02-21,12월,윤준모,http://www.hyundai-wia.com,경상남도,KRX:011210
코스피,선진,136490,동물용 사료 및 조제식품 제조업,조제동물사료,2011-02-16,12월,이범권,,경기도,KRX:136490
코스피,미원화학,134380,기타 화학제품 제조업,"계면활성제, 황산및분황",2011-02-15,12월,정규식,http://www.miwonchemicals.com,울산광역시,KRX:134380
코스피,팀스,134790,가구 제조업,교육용가구,2011-01-25,12월,대표이사 이상배,http://www.teems.co.kr,충청북도,KRX:134790
코스피,두산엔진,082740,일반 목적용 기계 제조업,"대형선박용엔진,내연발전엔진",2011-01-04,12월,"김동철, 김일도 (각자대표)",http://www.doosanengine.com,경상남도,KRX:082740
코스피,대성에너지,117580,연료용 가스 제조 및 배관공급업,천연가스,2010-12-24,12월,공동대표이사 김영훈 공동대표이사 강석기,http://www.taegugas.co.kr,대구광역시,KRX:117580
코스피,현대에이치씨엔,126560,텔레비전 방송업,방송업,2010-12-23,12월,유정석,http://www.hcn.co.kr,서울특별시,KRX:126560
코스피,케이티스,058860,기타 정보 서비스업,"114전화번호안내, 고객센터",2010-12-17,12월,박형출,http://www.ktis.co.kr,서울특별시,KRX:058860
코스피,한전산업,130660,"건축기술, 엔지니어링 및 관련 기술 서비스업","발전설비 운전·정비, 전기검침",2010-12-16,12월,주복원,http://www.kepid.co.kr,서울특별시,KRX:130660
코스피,코라오홀딩스,900140,기타 금융업,지주회사,2010-11-30,12월,오세영,http://www.kolaoholdings.com,케이맨 제도,KRX:900140
코스피,동양네트웍스,030790,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","시스템통합소프트웨어 개발, 전자상거래",2010-11-02,12월,김형겸,http://www.tongyangnetworks.com,서울특별시,KRX:030790
코스피,휠라코리아,081660,생활용품 도매업,"스포츠의류,신발,가방,시계,골프장비,화장품,가죽제품(지갑,키홀더) 도매,수출입",2010-09-28,12월,"윤윤수, 김진면",http://www.fila.co.kr,서울특별시,KRX:081660
코스피,KTcs,058850,기타 정보 서비스업,전화번호검색 데이타제공/콜센터 운영,2010-09-16,12월,남규택,http://www.ktcs.co.kr,대전광역시,KRX:058850
코스피,현대홈쇼핑,057050,무점포 소매업,TV홈쇼핑 도소매/홈쇼핑프로그램 제작,2010-09-13,12월,"정교선,강찬석(각자 대표이사)",http://www.hmall.com,서울특별시,KRX:057050
코스피,도화엔지니어링,002150,"건축기술, 엔지니어링 및 관련 기술 서비스업","토목설계,건축설계,종합감리전문업,종합기술용역,엔지니어링",2010-08-12,12월,"오세항, 박승우, 노진명, 곽준상",http://www.dohwa.co.kr,서울특별시,KRX:002150
코스피,대성산업,128820,연료 소매업,"주유소 운영, 건설 등",2010-07-30,12월,"김영대, 정광우",http://www.daesung.co.kr,서울특별시,KRX:128820
코스피,아이마켓코리아,122900,상품 종합 도매업,B2B 전자상거래,2010-07-30,12월,김규일,http://www.imarketkorea.com,서울특별시,KRX:122900
코스피,한미약품,128940,의약품 제조업,의약품,2010-07-30,12월,"우종수, 권세창",,경기도,KRX:128940
코스피,우진,105840,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",원전용계측기,2010-07-26,12월,"이성범, 이재상 각자대표",http://www.woojininc.com,경기도,KRX:105840
코스피,무학,033920,알코올음료 제조업,소주,2010-07-20,12월,강민철,http://www.muhak.co.kr,경상남도,KRX:033920
코스피,웅진에너지,103130,반도체 제조업,"태양전지원료(잉곳),태양전지용웨이퍼 제조/전기공사/신재생에너지 사업",2010-06-30,12월,신광수,http://www.woongjinenergy.com/,대전광역시,KRX:103130
코스피,이연제약,102460,의약품 제조업,"항생제,순환기제",2010-06-10,12월,"정순옥, 유용환 (각자 대표이사)",http://reyonpharm.co.kr,서울특별시,KRX:102460
코스피,한국화장품,123690,생활용품 도매업,화장품,2010-06-01,12월,이용준,http://www.ihkcos.co.kr,서울특별시,KRX:123690
코스피,SJM,123700,자동차 신품 부품 제조업,자동차및산업용Bellows,2010-05-31,12월,김휘중 (단독 대표이사),,경기도,KRX:123700
코스피,한라홀딩스,060980,기타 금융업,지주회사 및 경영컨설팅 서비스업,2010-05-19,12월,"임기영, 황인용 (각자 대표이사)",http://www.hallaholdings.com,경기도,KRX:060980
코스피,삼성생명,032830,보험업,"생명보험,부동산 임대",2010-05-12,12월,김창수,http://www.samsunglife.com,서울특별시,KRX:032830
코스피,신세계푸드,031440,음식점업,"단체급식, 식자재유통, 외식",2010-04-29,12월,최성재,http://www.shinsegaefood.com,서울특별시,KRX:031440
코스피,한화생명,088350,보험업,생명보험,2010-03-17,12월,차남규,http://www.hanwhalife.com,서울특별시,KRX:088350
코스피,조선선재,120030,기타 금속 가공제품 제조업,용접재료,2010-02-19,12월,장원영,http://www.chosunwelding.com,경상북도,KRX:120030
코스피,코오롱인더,120110,화학섬유 제조업,"산업자재, 화학, 필름",2010-02-01,12월,"이웅열, 박동문, 안태환",,경기도,KRX:120110
코스피,KC코트렐,119650,일반 목적용 기계 제조업,전기집진기 등,2010-01-29,12월,서동영,http://www.kc-cottrell.com,서울특별시,KRX:119650
코스피,지역난방공사,071320,"증기, 냉·온수 및 공기조절 공급업","집단에너지공급 및 전기,증기 생산,판매",2010-01-29,12월,김경원,http://www.kdhc.co.kr,경기도,KRX:071320
코스피,락앤락,115390,플라스틱제품 제조업,플라스틱 밀폐용기,2010-01-28,12월,"김준일, 김성태",,충청남도,KRX:115390
코스피,영흥철강,012160,1차 철강 제조업,와이어로프 등,2010-01-25,12월,"한재열, 박기훈 (각자대표이사)",,충청남도,KRX:012160
코스피,우리들휴브레인,118000,기계장비 및 관련 물품 도매업,의료기기 도매,2009-12-30,12월,이근형,,경기도,KRX:118000
코스피,한전기술,052690,"건축기술, 엔지니어링 및 관련 기술 서비스업",원자력발전소 설계 등,2009-12-14,12월,박구원,http://www.kepco-enc.com,경상북도,KRX:052690
코스피,GKL,114090,유원지 및 기타 오락관련 서비스업,카지노,2009-11-19,12월,이기우,http://www.grandkorea.com,서울특별시,KRX:114090
코스피,SK,034730,기타 금융업,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",2009-11-11,12월,"최태원, 장동현",http://www.sk.co.kr,서울특별시,KRX:034730
